1.6	1.6	1.6	1.71649	1.59646	1.2	1.2	2.1	1.1	1.6	2.79942	2.24293	1.90646	1.82002	1.45998	1.42998	1.5	1.6	3.21942	2.69295	2.24291	1.76642	1.73642	1.67642	1.70642	1.68642	1.9278	1.44998	1.81649	2.13293	1.55998	1.59998	1.6	1.58998	1.6	1.6	3.43645	2.87295	2.46649	3.39221	1.90642	1.83701	1.6	1.65998	1.59998	1.51998	1.65642	2.52295	1.87642	2.00642	2.81998	1.87998	1.6	1.6	3.20348	3.08295	2.77293	2.34644	2.62649	1.6	1.6	2.56649	2.18898	2.13	2.51649	2.09	2.11898	2.06	2.45649	2.42649	2.42649	1.93642	1.91642	1.80998	1.79998	1.6	1.80998	1.44998	1.41998	1.86642	2.35644	2.27644	2.12642	1.6	1.6	1.6	1.6	1.6	1.6	2.67649	1.6	2.27644	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.6	2.61945	1.6	1.6	1.6	1.6	1.6	2.04931	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	2.61945	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.6	1.6	3.47465	3.33212	3.33212	2.41357	2.47691	2.47691	2.33438	1.6	3.25547	3.4113	3.47465	3.47465	3.47465	2.90452	2.90452	1.6	3.32673	3.47465	3.19845	3.19845	3.18958	3.32673	3.38375	3.38375	3.47465	3.32673	3.25547	3.04705	2.76198	3.47465	2.90452	3.04705	3.04705	1.6	3.45501	3.47465	3.38375	3.47465	3.18958	3.19845	3.18958	3.33212	3.26877	3.4113	3.25547	3.47465	3.25547	3.19845	3.25547	3.25547	3.47465	1.6	3.27628	3.38375	3.38375	3.38375	3.45501	3.38375	3.38375	3.38375	3.38375	3.38375	3.38375	3.38375	3.38375	3.32673	3.38375	3.38375	3.38375	3.47465	3.32673	3.26877	3.18958	3.18958	3.26877	3.33212	3.18958	3.33212	3.25547	3.25547	3.16083	1.6	1.6	1.6	1.6	1.6	3.47465	3.38375	3.25547	3.25547	3.25547	3.19845	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.71649	1.6	3.33212	2.47691	3.04705	1.90678	1.90678	2.04931	1.84343	1.6	3.47465	3.33212	3.33212	3.26877	2.47691	2.33438	2.27103	1.6	3.39173	3.33212	3.33212	3.18958	3.18958	3.26877	2.90452	2.9837	2.76198	3.12624	2.90452	1.33664	3.33212	3.33212	3.18958	2.61945	2.47691	1.6	3.45587	3.34042	3.25547	3.33212	3.26877	2.90452	2.90452	2.90452	2.90452	2.90452	3.33212	3.33212	3.47465	3.4113	2.61945	3.47465	2.61945	1.6	3.47465	3.44298	3.25547	3.25547	3.25547	2.90452	2.76198	2.76198	2.90452	2.76198	3.47465	3.25547	2.61945	2.61945	3.47465	3.25547	2.76198	3.33212	3.26877	3.18958	2.90452	2.90452	2.90452	3.18958	3.33212	3.47465	2.61945	2.69863	2.76198	1.6	1.6	1.6	1.6	1.6	3.38375	3.18958	3.47465	3.33212	3.47465	3.47465	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.59646	1.6	3.33212	3.04705	2.04931	1.90678	1.84343	1.7009	1.62171	1.6	3.18958	2.61945	2.47691	2.19185	2.33438	2.19185	2.04931	1.6	3.22497	3.25547	3.26877	2.9837	2.47691	2.47691	2.47691	2.47691	2.47691	2.47691	2.80949	1.33664	3.04705	2.27103	3.17	2.33438	2.19185	1.6	3.04705	3.25547	2.90452	3.33212	2.61945	2.90452	2.90452	2.84117	2.47691	2.47691	3.33212	2.61945	3.47465	2.47691	3.47465	2.65646	2.33438	1.6	3.04705	3.16083	3.47465	3.47465	3.47465	3.25547	3.19845	3.4113	3.47465	2.90452	3.33212	3.4113	3.33212	3.26877	2.90452	2.90452	2.90452	2.47691	2.61945	2.90452	2.90452	2.90452	2.47691	2.47691	3.33212	3.18958	3.47465	2.61945	3.16083	1.6	1.6	1.6	1.6	1.6	3.32673	3.19845	3.47465	3.33212	3.4113	2.90452	3.18958	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.2	1.6	2.41357	1.90678	1.90678	1.76424	1.62171	1.62171	1.55836	1.6	3.25547	2.33438	2.33438	2.04931	2.04931	2.04931	1.98596	1.6	3.16083	3.04705	2.84117	2.69863	2.61945	2.04931	2.04931	1.90678	1.84343	2.33438	1.90678	2.19185	2.19185	2.33438	2.38646	2.19185	2.19185	1.6	3.16083	3.18958	3.04705	2.90452	2.76198	2.1285	2.04931	2.04931	2.47691	2.33438	2.19185	2.33438	2.33438	2.47691	2.33438	2.41357	2.16998	3.16083	3.27628	3.25547	3.26877	3.18958	3.18958	3.04705	3.04705	3.12624	3.04705	3.04705	3.04705	3.04705	3.04705	2.90452	3.04705	2.9837	2.90452	2.84117	2.33438	2.19185	2.19185	2.04931	2.47691	2.33438	2.19185	2.33438	3.27628	2.61945	2.19185	1.6	1.6	1.6	1.6	1.6	2.90452	3.12624	2.76198	3.04705	3.04705	2.61945	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.2	1.6	2.47691	1.90678	1.84343	1.62171	2.2	1.47918	2.66	1.6	2.84117	2.47691	2.33438	2.04931	1.90678	1.90678	2.8	1.6	3.4113	2.90452	2.61945	2.5561	2.47691	2.33438	2.61945	2.47691	2.47691	2.33438	2.33438	2.47691	2.33438	2.19185	2.19185	2.04931	3.26037	1.6	3.47465	3.12624	2.76198	2.61945	1.76424	2.5561	1.76424	2.2626	2.47691	2.33438	2.62	2.61945	2.61945	2.76198	2.33438	2.41357	3.26037	2.19185	3.39173	3.4113	3.04705	3.12624	3.04705	3.01293	3.04705	3.04705	2.9837	2.90452	2.90452	2.90452	2.90452	2.76198	2.76198	2.84117	2.76198	2.61945	2.5561	2.1	2.47691	2.41357	2.33438	2.33438	2.33438	2.61945	3.11	3.04705	2.33438	1.6	1.6	1.6	1.6	1.6	2.76198	2.47691	2.76198	2.47691	3.04705	3.04705	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
2.1	2.04931	2.47691	2.04931	1.7009	1.62171	1.47918	1.7	1.1	1.6	2.84117	2.47691	2.19185	1.90678	1.84343	1.76424	1.7009	1.6	3.33212	2.90452	2.47691	2.33438	2.41357	2.44293	2.47691	2.41357	2.41357	2.33438	2.19185	2.33438	2.27103	2.19185	2.1285	2.04931	3.3	3.33212	3.47465	3.18958	2.69863	2.47691	2.41357	2.3475	2.33438	2.33438	2.33438	2.33438	2.90452	2.69863	2.47691	2.47691	2.33438	2.33438	2.1285	2.04931	3.38375	3.33212	3.04705	2.9837	2.90452	2.90452	2.5561	2.90452	2.90452	2.76198	2.76198	2.76198	2.69863	2.61945	2.61945	2.69863	2.61945	2.47691	2.33438	2.19185	1.90678	2.33438	2.33438	2.33438	2.47691	2.99	2.62	3.26877	2.69863	2.61945	1.6	1.6	1.6	1.6	2.6828	2.90452	2.47691	2.94295	2.63646	2.61945	2.76198	2.76198	2.61945	2.61945	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.1	1.6	2.33438	1.84343	1.62171	1.55836	2.66	1.1	2.47691	1.6	2.90452	2.33438	2.04931	1.98596	1.76424	2.76198	2.14646	1.6	3.33212	2.76198	2.41357	2.33438	2.33438	2.19185	2.47691	2.41357	2.33438	2.27103	2.19185	2.33438	2.19185	2.04931	1.98596	2.08002	3.04705	2.27103	3.47465	3.04705	2.61945	2.47691	2.33438	2.47691	2.47691	2.27103	2.27103	2.47691	2.76939	2.61945	2.41357	2.61945	2.19185	2.19185	2.49	2.33438	3.38375	3.18958	2.90452	2.90452	2.76198	2.76198	2.61945	2.76198	2.84117	2.69863	2.61945	2.61945	2.61945	2.61945	2.5561	2.61945	2.61945	2.47691	2.19185	2.19185	2.33438	2.33438	2.19185	2.54002	2.27103	2.33438	2.8	2.9837	2.76198	1.6	1.6	1.6	1.6	2.90452	2.90452	2.76198	2.33438	2.61945	2.61945	2.98	2.61945	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	2.61945	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	
