0.000000	0.000000
0.020528	0.000000
0.041056	0.000000
0.061584	0.000000
0.082111	0.000000
0.102639	0.000000
0.123167	0.000000
0.143695	0.000000
0.164223	0.000000
0.184751	0.000000
0.205279	0.000000
0.225806	0.000000
0.246334	0.000000
0.266862	0.000000
0.287390	0.000000
0.307918	0.000000
0.328446	0.000000
0.348974	0.000000
0.369501	0.000000
0.390029	0.000000
0.410557	0.000000
0.431085	0.000000
0.451613	0.000000
0.472141	0.000000
0.492669	0.000000
0.513196	0.000000
0.533724	0.000000
0.554252	0.000000
0.574780	0.000000
0.595308	0.000000
0.615836	0.000000
0.636364	0.000000
0.656891	0.000000
0.677419	0.000000
0.697947	0.000000
0.718475	0.000000
0.739003	0.000000
0.759531	0.000000
0.780059	0.000000
0.800587	0.000000
0.821114	0.000000
0.841642	0.000000
0.862170	0.000000
0.882698	0.000000
0.903226	0.000000
0.923754	0.000000
0.944282	0.000000
0.964809	0.000000
0.985337	0.000000
1.005865	0.000000
1.026393	0.000000
1.046921	0.000000
1.067449	0.000000
1.087977	0.000000
1.108504	0.000000
1.129032	0.000000
1.149560	0.000000
1.170088	0.000000
1.190616	0.000000
1.211144	0.000000
1.231672	0.000000
1.252199	0.000000
1.272727	0.000000
1.293255	0.000000
1.313783	0.000000
1.334311	0.000000
1.354839	0.000000
1.375367	0.000000
1.395894	0.000000
1.416422	0.000000
1.436950	0.000000
1.457478	0.000000
1.478006	0.000000
1.498534	0.000000
1.519062	0.000000
1.539589	0.000000
1.560117	0.000000
1.580645	0.000000
1.601173	0.000000
1.621701	0.000000
1.642229	0.000000
1.662757	0.000000
1.683284	0.000000
1.703812	0.000000
1.724340	0.000000
1.744868	0.000000
1.765396	0.000000
1.785924	0.000000
1.806452	0.000000
1.826979	0.000000
1.847507	0.000000
1.868035	0.000000
1.888563	0.000000
1.909091	0.000000
1.929619	0.000000
1.950147	0.000000
1.970674	0.000000
1.991202	0.000000
2.011730	0.000000
2.032258	0.000000
2.052786	0.000000
2.073314	0.354738
2.093842	0.709477
2.114370	1.064215
2.134897	1.418954
2.155425	1.773692
2.175953	2.128431
2.196481	2.483169
2.217009	2.837908
2.237537	3.192646
2.258065	3.547385
2.278592	3.499775
2.299120	3.452166
2.319648	3.404556
2.340176	3.356946
2.360704	3.309337
2.381232	3.261727
2.401760	3.214118
2.422287	3.166508
2.442815	3.118898
2.463343	3.071289
2.483871	5.328032
2.504399	7.584776
2.524927	9.841520
2.545455	12.098263
2.565982	14.355007
2.586510	16.611750
2.607038	18.868494
2.627566	21.125238
2.648094	23.381981
2.668622	25.638725
2.689150	30.769245
2.709677	35.899765
2.730205	41.030285
2.750733	46.160805
2.771261	51.291325
2.791789	56.421844
2.812317	61.552364
2.832845	66.682884
2.853372	71.813404
2.873900	76.943924
2.894428	79.249532
2.914956	81.555139
2.935484	83.860747
2.956012	86.166354
2.976540	88.471962
2.997067	90.777570
3.017595	93.083177
3.038123	95.388785
3.058651	97.694392
3.079179	100.000000
3.099707	95.176947
3.120235	90.353894
3.140762	85.530841
3.161290	80.707788
3.181818	75.884735
3.202346	71.061682
3.222874	66.238629
3.243402	61.415576
3.263930	56.592524
3.284457	51.769471
3.304985	48.695078
3.325513	45.620685
3.346041	42.546291
3.366569	39.471898
3.387097	36.397505
3.407625	33.323112
3.428152	30.248719
3.448680	27.174326
3.469208	24.099933
3.489736	21.025540
3.510264	20.783136
3.530792	20.540732
3.551320	20.298327
3.571848	20.055923
3.592375	19.813519
3.612903	19.571115
3.633431	19.328710
3.653959	19.086306
3.674487	18.843902
3.695015	18.601498
3.715543	17.338457
3.736070	16.075417
3.756598	14.812377
3.777126	13.549337
3.797654	12.286297
3.818182	11.023256
3.838710	9.760216
3.859238	8.497176
3.879765	7.234136
3.900293	5.971096
3.920821	6.486728
3.941349	7.002359
3.961877	7.517991
3.982405	8.033623
4.002933	8.549255
4.023460	9.064887
4.043988	9.580519
4.064516	10.096151
4.085044	10.611782
4.105572	11.127414
4.126100	10.355034
4.146628	9.582654
4.167155	8.810274
4.187683	8.037894
4.208211	7.265514
4.228739	6.493134
4.249267	5.720754
4.269795	4.948374
4.290323	4.175994
4.310850	3.403614
4.331378	3.080271
4.351906	2.756927
4.372434	2.433584
4.392962	2.110241
4.413490	1.786897
4.434018	1.463554
4.454545	1.140211
4.475073	0.816867
4.495601	0.493524
4.516129	0.170181
4.536657	0.154014
4.557185	0.137846
4.577713	0.121679
4.598240	0.105512
4.618768	0.089345
4.639296	0.073178
4.659824	0.057011
4.680352	0.040843
4.700880	0.024676
4.721408	0.008509
4.741935	0.017036
